,client_id,path,sentence,up_votes,down_votes,age,gender,accents,variant,locale,segment,ref
0,4104cffee3d0e51256b4e7f987f63361d0cd5bf75e2b13e1d4f452f595d0b8c504ed6e7711a4d701c84fc6888c227def06e498802d2b2f96d295538375641ccf,common_voice_ko_37339106.mp3,엘리베이터만 십 년이에요,2,0,,,,,ko,, The elevator has been around for ten years.
1,4104cffee3d0e51256b4e7f987f63361d0cd5bf75e2b13e1d4f452f595d0b8c504ed6e7711a4d701c84fc6888c227def06e498802d2b2f96d295538375641ccf,common_voice_ko_37339106.mp3,엘리베이터만 십 년이에요,2,0,,,,,ko,, It's been a decade since the elevator was installed.
2,4104cffee3d0e51256b4e7f987f63361d0cd5bf75e2b13e1d4f452f595d0b8c504ed6e7711a4d701c84fc6888c227def06e498802d2b2f96d295538375641ccf,common_voice_ko_37339106.mp3,엘리베이터만 십 년이에요,2,0,,,,,ko,, This elevator has been in operation for ten years.
3,4c2af7b72349592eb9afbe7d66363575a08b459eef8a41c14c81b861272cc4b77e7fb4f3780dddb20eea8b2cd84ccf8ad2a23d8858f592553da3faf55d1063c8,common_voice_ko_37018708.mp3,저리 안 가?,2,0,twenties,male,,,ko,, Won't you go away?
4,4c2af7b72349592eb9afbe7d66363575a08b459eef8a41c14c81b861272cc4b77e7fb4f3780dddb20eea8b2cd84ccf8ad2a23d8858f592553da3faf55d1063c8,common_voice_ko_37018708.mp3,저리 안 가?,2,0,twenties,male,,,ko,, Why don't you leave?
5,4c2af7b72349592eb9afbe7d66363575a08b459eef8a41c14c81b861272cc4b77e7fb4f3780dddb20eea8b2cd84ccf8ad2a23d8858f592553da3faf55d1063c8,common_voice_ko_37018708.mp3,저리 안 가?,2,0,twenties,male,,,ko,, Aren't you going to move away?
6,68adf3e0bbc7eb79962e72d2228e7a2c8d0191f625a8db6c252117f472381e1e2005a889c9b57178889070cba3a9821575d005d8feb35f917739c2e764bbc9f2,common_voice_ko_36890362.mp3,학부형 중에서 한 사람이 나서며 물었다.,2,0,,,,,ko,, One of the undergraduate students stepped forward and asked.
7,68adf3e0bbc7eb79962e72d2228e7a2c8d0191f625a8db6c252117f472381e1e2005a889c9b57178889070cba3a9821575d005d8feb35f917739c2e764bbc9f2,common_voice_ko_36890362.mp3,학부형 중에서 한 사람이 나서며 물었다.,2,0,,,,,ko,, A student from the undergraduate group came forward to inquire.
8,68adf3e0bbc7eb79962e72d2228e7a2c8d0191f625a8db6c252117f472381e1e2005a889c9b57178889070cba3a9821575d005d8feb35f917739c2e764bbc9f2,common_voice_ko_36890362.mp3,학부형 중에서 한 사람이 나서며 물었다.,2,0,,,,,ko,," Among the undergraduates, one person stepped up to ask."
9,832e171301367131ad9deffaab1d5a1002422b9f03697260ad7b33b91d40698cb6bbe0126add010970580e209068f781be3aafa561e5fcae0aece23971ae4498,common_voice_ko_36800708.mp3,민수는 지갑 속에서 돈을 내어 덕호 앞으로 밀어 놓았다.,2,0,,,사투리가 조금 있는,,ko,, Minsu pushed the money from his wallet towards Deokho.
10,832e171301367131ad9deffaab1d5a1002422b9f03697260ad7b33b91d40698cb6bbe0126add010970580e209068f781be3aafa561e5fcae0aece23971ae4498,common_voice_ko_36800708.mp3,민수는 지갑 속에서 돈을 내어 덕호 앞으로 밀어 놓았다.,2,0,,,사투리가 조금 있는,,ko,, Minsu slid the money out of his wallet and pushed it in front of Deokho.
11,832e171301367131ad9deffaab1d5a1002422b9f03697260ad7b33b91d40698cb6bbe0126add010970580e209068f781be3aafa561e5fcae0aece23971ae4498,common_voice_ko_36800708.mp3,민수는 지갑 속에서 돈을 내어 덕호 앞으로 밀어 놓았다.,2,0,,,사투리가 조금 있는,,ko,," From his wallet, Minsu took out some money and placed it in front of Deokho."
12,8efecdcc7386b6eca655fb33cecd2b25e9ac6f82d217027404e102a4da52871fe9c3f8b5f1fec1feff2925964733e42f8d8fe3729c8c4804b8e68ae74c5fb49d,common_voice_ko_37179244.mp3,그만 갤 것이지 어이 이리 굳이 오노.,2,0,,,,,ko,," We should stop here, why bother coming all the way here?"
13,8efecdcc7386b6eca655fb33cecd2b25e9ac6f82d217027404e102a4da52871fe9c3f8b5f1fec1feff2925964733e42f8d8fe3729c8c4804b8e68ae74c5fb49d,common_voice_ko_37179244.mp3,그만 갤 것이지 어이 이리 굳이 오노.,2,0,,,,,ko,," We might as well stop, why did you even come here?"
14,8efecdcc7386b6eca655fb33cecd2b25e9ac6f82d217027404e102a4da52871fe9c3f8b5f1fec1feff2925964733e42f8d8fe3729c8c4804b8e68ae74c5fb49d,common_voice_ko_37179244.mp3,그만 갤 것이지 어이 이리 굳이 오노.,2,0,,,,,ko,," It's time to stop, why did you come here unnecessarily?"
15,b8dfc7ff00a7a00b25617524829a5acd6e93fa1c09060e3d7570a481e8e061ae5862a974cc1c02f913839e5b84a3e4f3c198ae604ca1c08cd75d183d201516b9,common_voice_ko_35866053.mp3,그는 놀라 자세히 보니 그가 찾아가던 동무였다.,2,0,,,,,ko,, He was surprised to see that the person he was looking for turned out to be his friend.
16,b8dfc7ff00a7a00b25617524829a5acd6e93fa1c09060e3d7570a481e8e061ae5862a974cc1c02f913839e5b84a3e4f3c198ae604ca1c08cd75d183d201516b9,common_voice_ko_35866053.mp3,그는 놀라 자세히 보니 그가 찾아가던 동무였다.,2,0,,,,,ko,," To his surprise, he realized the person he was seeking was his comrade."
17,b8dfc7ff00a7a00b25617524829a5acd6e93fa1c09060e3d7570a481e8e061ae5862a974cc1c02f913839e5b84a3e4f3c198ae604ca1c08cd75d183d201516b9,common_voice_ko_35866053.mp3,그는 놀라 자세히 보니 그가 찾아가던 동무였다.,2,0,,,,,ko,," On a closer look, he was astonished to find that it was the friend he was searching for."
18,87ca7243a55c1bcbec8a3276d1cba7d0db63e1df808ee1e12bb58ab1ac844e3ee14a1752ec9c80ad95c4cc22b55f0c253bab43015c04a2a528d20c3de1bf9f4b,common_voice_ko_36331016.mp3,신철이는 무슨 고리타분한 냄새를 후끈 맡으며 방으로 들어앉았다.,2,0,teens,female,,,ko,," Shincheol walked into the room, smelling something old-fashioned and intense."
19,87ca7243a55c1bcbec8a3276d1cba7d0db63e1df808ee1e12bb58ab1ac844e3ee14a1752ec9c80ad95c4cc22b55f0c253bab43015c04a2a528d20c3de1bf9f4b,common_voice_ko_36331016.mp3,신철이는 무슨 고리타분한 냄새를 후끈 맡으며 방으로 들어앉았다.,2,0,teens,female,,,ko,," Entering the room, Shincheol sensed a strong, outdated smell."
20,87ca7243a55c1bcbec8a3276d1cba7d0db63e1df808ee1e12bb58ab1ac844e3ee14a1752ec9c80ad95c4cc22b55f0c253bab43015c04a2a528d20c3de1bf9f4b,common_voice_ko_36331016.mp3,신철이는 무슨 고리타분한 냄새를 후끈 맡으며 방으로 들어앉았다.,2,0,teens,female,,,ko,," Shincheol entered the room, overwhelmed by an intense, antiquated odor."
21,87ca7243a55c1bcbec8a3276d1cba7d0db63e1df808ee1e12bb58ab1ac844e3ee14a1752ec9c80ad95c4cc22b55f0c253bab43015c04a2a528d20c3de1bf9f4b,common_voice_ko_36331017.mp3,영신의 저고리는 수세미가 되고 치마 주름까지 주루루 트더졌다.,2,0,teens,female,,,ko,," Youngshin's jacket was worn like a scrubbing brush, and her skirt pleats were completely flattened."
22,87ca7243a55c1bcbec8a3276d1cba7d0db63e1df808ee1e12bb58ab1ac844e3ee14a1752ec9c80ad95c4cc22b55f0c253bab43015c04a2a528d20c3de1bf9f4b,common_voice_ko_36331017.mp3,영신의 저고리는 수세미가 되고 치마 주름까지 주루루 트더졌다.,2,0,teens,female,,,ko,," The state of Youngshin's jacket resembled a scrubber, with her skirt pleats utterly flattened."
23,87ca7243a55c1bcbec8a3276d1cba7d0db63e1df808ee1e12bb58ab1ac844e3ee14a1752ec9c80ad95c4cc22b55f0c253bab43015c04a2a528d20c3de1bf9f4b,common_voice_ko_36331017.mp3,영신의 저고리는 수세미가 되고 치마 주름까지 주루루 트더졌다.,2,0,teens,female,,,ko,," Youngshin's jacket looked as worn as a scrubber, and her skirt's pleats were all smoothed out."
24,03643e0c842d570b85f9022037b92039f187bb3afc09c81c870de59073fa44861c8cf7cee59b285f207fc89910cfb849a88f0a4d82e89f47b1d4e58eb1b8e89d,common_voice_ko_36838371.mp3,친정붙이나 되는 것처럼 영신을 반가이 맞아들인다.,2,0,,,,,ko,, They welcomed Youngshin as if she were part of their own family.
25,03643e0c842d570b85f9022037b92039f187bb3afc09c81c870de59073fa44861c8cf7cee59b285f207fc89910cfb849a88f0a4d82e89f47b1d4e58eb1b8e89d,common_voice_ko_36838371.mp3,친정붙이나 되는 것처럼 영신을 반가이 맞아들인다.,2,0,,,,,ko,," They received Youngshin warmly, treating her like a family member."
26,03643e0c842d570b85f9022037b92039f187bb3afc09c81c870de59073fa44861c8cf7cee59b285f207fc89910cfb849a88f0a4d82e89f47b1d4e58eb1b8e89d,common_voice_ko_36838371.mp3,친정붙이나 되는 것처럼 영신을 반가이 맞아들인다.,2,0,,,,,ko,," Welcoming Youngshin enthusiastically, they treated her as if she were a member of their own family."
27,03643e0c842d570b85f9022037b92039f187bb3afc09c81c870de59073fa44861c8cf7cee59b285f207fc89910cfb849a88f0a4d82e89f47b1d4e58eb1b8e89d,common_voice_ko_36838372.mp3,일평생에 다시 돌아올수 없는 청춘 시기를 어디까지든지 청춘으로 지내 보겠다.,2,0,,,,,ko,," I will live my youth to the fullest, in a way that I cannot return to in my lifetime."
28,03643e0c842d570b85f9022037b92039f187bb3afc09c81c870de59073fa44861c8cf7cee59b285f207fc89910cfb849a88f0a4d82e89f47b1d4e58eb1b8e89d,common_voice_ko_36838372.mp3,일평생에 다시 돌아올수 없는 청춘 시기를 어디까지든지 청춘으로 지내 보겠다.,2,0,,,,,ko,," I'm determined to live out my youth fully, a period of my life I'll never get back."
29,03643e0c842d570b85f9022037b92039f187bb3afc09c81c870de59073fa44861c8cf7cee59b285f207fc89910cfb849a88f0a4d82e89f47b1d4e58eb1b8e89d,common_voice_ko_36838372.mp3,일평생에 다시 돌아올수 없는 청춘 시기를 어디까지든지 청춘으로 지내 보겠다.,2,0,,,,,ko,," I intend to experience my youth to its fullest, knowing these days won't return in my lifetime."
30,03643e0c842d570b85f9022037b92039f187bb3afc09c81c870de59073fa44861c8cf7cee59b285f207fc89910cfb849a88f0a4d82e89f47b1d4e58eb1b8e89d,common_voice_ko_36838377.mp3,내다보니까 언덕 아래 어떤 집에 불이 붙으며 사람들이 왔다갔다 야단이었습니다.,2,0,,,,,ko,," Looking out, I saw people rushing about as a fire broke out in a house down the hill."
31,03643e0c842d570b85f9022037b92039f187bb3afc09c81c870de59073fa44861c8cf7cee59b285f207fc89910cfb849a88f0a4d82e89f47b1d4e58eb1b8e89d,common_voice_ko_36838377.mp3,내다보니까 언덕 아래 어떤 집에 불이 붙으며 사람들이 왔다갔다 야단이었습니다.,2,0,,,,,ko,," From my view, I noticed a fire at a house below the hill, with people running around in commotion."
32,03643e0c842d570b85f9022037b92039f187bb3afc09c81c870de59073fa44861c8cf7cee59b285f207fc89910cfb849a88f0a4d82e89f47b1d4e58eb1b8e89d,common_voice_ko_36838377.mp3,내다보니까 언덕 아래 어떤 집에 불이 붙으며 사람들이 왔다갔다 야단이었습니다.,2,0,,,,,ko,," Observing from afar, I saw a fire ignite in a house below the hill, causing a stir among the people."
33,43a407d3feba7343cb4a7769b20da7346645beccc50b181ff5be9b50ad0241e71bab586802d4385f6120f1942a4a1549f6e96eb57482c8ccfffd2bf927e317ab,common_voice_ko_36474940.mp3,오늘은 다행히 담배 꼬투리나마 있으니 그것을 빨면서 발새를 우벼 내지 않았다.,2,0,twenties,male,,,ko,," Fortunately today, I have at least a cigarette butt to smoke, so I don't have to spit out my saliva."
34,43a407d3feba7343cb4a7769b20da7346645beccc50b181ff5be9b50ad0241e71bab586802d4385f6120f1942a4a1549f6e96eb57482c8ccfffd2bf927e317ab,common_voice_ko_36474940.mp3,오늘은 다행히 담배 꼬투리나마 있으니 그것을 빨면서 발새를 우벼 내지 않았다.,2,0,twenties,male,,,ko,," Today, luckily, I have a cigarette end to puff on, so I'm not spitting saliva."
35,43a407d3feba7343cb4a7769b20da7346645beccc50b181ff5be9b50ad0241e71bab586802d4385f6120f1942a4a1549f6e96eb57482c8ccfffd2bf927e317ab,common_voice_ko_36474940.mp3,오늘은 다행히 담배 꼬투리나마 있으니 그것을 빨면서 발새를 우벼 내지 않았다.,2,0,twenties,male,,,ko,," Today, I'm fortunate to have even a cigarette stub to smoke, saving me from constantly spitting saliva."
36,43a407d3feba7343cb4a7769b20da7346645beccc50b181ff5be9b50ad0241e71bab586802d4385f6120f1942a4a1549f6e96eb57482c8ccfffd2bf927e317ab,common_voice_ko_36474949.mp3,내 뱃속으루 났어두 당최 그눔의 속을 들여다볼 수가 있어야지.,2,1,twenties,male,,,ko,," Even if it's my own flesh and blood, I can't peek into that guy's mind."
37,43a407d3feba7343cb4a7769b20da7346645beccc50b181ff5be9b50ad0241e71bab586802d4385f6120f1942a4a1549f6e96eb57482c8ccfffd2bf927e317ab,common_voice_ko_36474949.mp3,내 뱃속으루 났어두 당최 그눔의 속을 들여다볼 수가 있어야지.,2,1,twenties,male,,,ko,," It's impossible to look into the heart of that person, even if they are of my own flesh."
38,43a407d3feba7343cb4a7769b20da7346645beccc50b181ff5be9b50ad0241e71bab586802d4385f6120f1942a4a1549f6e96eb57482c8ccfffd2bf927e317ab,common_voice_ko_36474949.mp3,내 뱃속으루 났어두 당최 그눔의 속을 들여다볼 수가 있어야지.,2,1,twenties,male,,,ko,," If he were born from my own belly, still, it would be necessary to be able to look inside his mind."
39,43a407d3feba7343cb4a7769b20da7346645beccc50b181ff5be9b50ad0241e71bab586802d4385f6120f1942a4a1549f6e96eb57482c8ccfffd2bf927e317ab,common_voice_ko_36655275.mp3,돌아와 보니까 춘우가 와서 자리를 깔고 잠이 혼곤히 들어잔다.,2,0,twenties,male,,,ko,," When I returned, I found Chunwoo had come, laid out a place to sleep, and was deeply asleep."
40,43a407d3feba7343cb4a7769b20da7346645beccc50b181ff5be9b50ad0241e71bab586802d4385f6120f1942a4a1549f6e96eb57482c8ccfffd2bf927e317ab,common_voice_ko_36655275.mp3,돌아와 보니까 춘우가 와서 자리를 깔고 잠이 혼곤히 들어잔다.,2,0,twenties,male,,,ko,," Upon my return, I discovered Chunwoo had arrived, set up a sleeping spot, and was sound asleep."
41,43a407d3feba7343cb4a7769b20da7346645beccc50b181ff5be9b50ad0241e71bab586802d4385f6120f1942a4a1549f6e96eb57482c8ccfffd2bf927e317ab,common_voice_ko_36655275.mp3,돌아와 보니까 춘우가 와서 자리를 깔고 잠이 혼곤히 들어잔다.,2,0,twenties,male,,,ko,," Coming back, I saw Chunwoo had visited, prepared a bed, and was fast asleep."
42,3f3d92676cd260ad75fffc17366f87283d4eeb4bd04a2978bb773c5f990a1360b6e58dfcc4784b7d4695ea214b3a022a986ac89d9added03313888e2afc99105,common_voice_ko_36802408.mp3,내가 너로 여자와 원수가 되게하고 너의 후손도 여자의 후손과 원수가 되게 하리니,2,0,teens,male,,,ko,," I will make you and the woman enemies, as well as your descendants and hers."
43,3f3d92676cd260ad75fffc17366f87283d4eeb4bd04a2978bb773c5f990a1360b6e58dfcc4784b7d4695ea214b3a022a986ac89d9added03313888e2afc99105,common_voice_ko_36802408.mp3,내가 너로 여자와 원수가 되게하고 너의 후손도 여자의 후손과 원수가 되게 하리니,2,0,teens,male,,,ko,," I will ensure enmity between you and the woman, and between your offspring and hers."
44,3f3d92676cd260ad75fffc17366f87283d4eeb4bd04a2978bb773c5f990a1360b6e58dfcc4784b7d4695ea214b3a022a986ac89d9added03313888e2afc99105,common_voice_ko_36802408.mp3,내가 너로 여자와 원수가 되게하고 너의 후손도 여자의 후손과 원수가 되게 하리니,2,0,teens,male,,,ko,," You and the woman will be enemies, and so will your descendants and hers."
